X1,GEO.id2,STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE,GEO.display.label,Median_house_value,Total_units,Vacant_units,Median_rooms,Mean_household_size_owners,Mean_household_size_renters,Built_2005_or_later,Built_2000_to_2004,Built_1990s,Built_1980s,Built_1970s,Built_1960s,Built_1950s,Built_1940s,Built_1939_or_earlier,Bedrooms_0,Bedrooms_1,Bedrooms_2,Bedrooms_3,Bedrooms_4,Bedrooms_5_or_more,Owners,Renters,Median_household_income,Mean_household_income
663,6017030602,6,17,30602,6781,38.87653,-120.85843,"Census Tract 306.02, El Dorado County, California",323400,2846,325,5.3,2.54,2.15,3.7,10.5,17.3,38.4,20.3,2.1,2.1,2.3,3.3,0,8.6,33.6,49.4,8.5,0,84.1,15.9,62593,69411
4619,6065041905,6,65,41905,2935,33.872111,-117.602054,"Census Tract 419.05, Riverside County, California",360800,906,59,5.4,3.27,3.04,0,0,9.9,31.6,34,15,7.5,2,0,0,7.5,32.8,27.4,27.8,4.5,53.4,46.6,62938,83145
6700,6081601901,6,81,601901,4119,37.664929,-122.43256,"Census Tract 6019.01, San Mateo County, California",639100,1500,92,5,3.31,2.92,0,0,15.9,11.9,11.1,6.7,44.3,2.7,7.5,0,15.5,24.7,43.5,11,5.3,61.9,38.1,71929,96348
1416,6037128702,6,37,128702,5639,34.160991,-118.440882,"Census Tract 1287.02, Los Angeles County, California",617100,2923,176,4.3,2.23,1.84,0.9,1.7,4,8.6,21.8,24.8,18.2,17.4,2.5,1.4,30,37.2,25.2,5.1,1.1,38,62,63682,97647
5159,6067008136,6,67,8136,2339,38.687184,-121.295157,"Census Tract 81.36, Sacramento County, California",262300,1254,30,4.3,1.63,1.86,2.2,4.1,30.9,21.7,31.7,4.9,1.3,1.8,1.4,1.8,31.8,31,27.5,7.2,0.7,30.8,69.2,46117,52494
3982,6059042206,6,59,42206,3287,33.451541,-117.652342,"Census Tract 422.06, Orange County, California",548900,1496,120,5.6,2.08,1.96,0.4,11.4,1.5,19,53.7,11.9,2.1,0,0,0,10.7,29.1,46.5,9.9,3.8,69.4,30.6,79569,103830
9921,42077006905,42,77,6905,4447,40.511754,-75.414484,"Census Tract 69.05, Lehigh County, Pennsylvania",304200,1485,27,7.7,2.79,1.93,5.9,10.7,15.2,13.9,10.5,22.2,5.9,5.1,10.6,0,1.1,7.4,41.4,40.5,9.5,99,1,97500,121283
5272,6067009636,6,67,9636,7672,38.40181,-121.441673,"Census Tract 96.36, Sacramento County, California",350100,2291,193,6.3,3.48,3.64,21.3,66.2,7.9,1,2.1,0,0,1.6,0,0.3,0.2,2.7,33.5,48.9,14.3,83.9,16.1,92872,96107
10044,42081010100,42,81,10100,2339,41.476287,-77.113542,"Census Tract 101, Lycoming County, Pennsylvania",123900,1439,497,5.5,2.4,2.68,1.7,6,12.7,13.1,16.7,10.4,7.3,3.5,28.6,1.3,8.9,28.5,45.7,10.7,4.9,82.2,17.8,40833,51993
1688,6037204120,6,37,204120,2650,34.033804,-118.201136,"Census Tract 2041.20, Los Angeles County, California",360100,750,72,4.7,4.46,3.54,0,4.5,0.8,3.5,10,16.9,21.7,7.1,35.5,3.9,27.2,20.8,40,6.9,1.2,35.8,64.2,45909,57962
3292,6037701302,6,37,701302,4684,34.02716,-118.497941,"Census Tract 7013.02, Los Angeles County, California",723700,3081,193,3.5,1.67,1.55,0,0.9,1.3,10.1,21.4,22.1,24.3,7.5,12.5,10,41.4,42.9,5.7,0,0,18.1,81.9,62723,89704
2350,6037405102,6,37,405102,5069,34.089468,-117.963391,"Census Tract 4051.02, Los Angeles County, California",296000,1370,0,4.6,3.84,4.07,1.8,0.5,9.6,31.9,4.6,18.5,18.3,9.7,5.1,1.4,18.7,41.7,33.1,5.2,0,48.5,51.5,47717,54806
4784,6065043512,6,65,43512,6580,33.771154,-116.942714,"Census Tract 435.12, Riverside County, California",159400,2307,369,5.7,3.09,3.73,12.7,32.9,31.2,13.4,4.9,3.3,0.8,0.5,0.4,0,2,23.9,42,26.4,5.8,73.9,26.1,56134,60466
3349,6037900506,6,37,900506,4352,34.682203,-118.099289,"Census Tract 9005.06, Los Angeles County, California",210800,1389,64,6.3,3.17,4.09,5.5,0,11.2,71.9,3.6,0.7,1.8,0,5.3,0,2.9,22.8,38.7,31.8,3.9,72.2,27.8,54886,66650
3018,6037571503,6,37,571503,3700,33.847879,-118.170808,"Census Tract 5715.03, Los Angeles County, California",451700,1299,122,4.5,2.76,2.72,3.1,1.2,3.7,0.7,17.3,23.1,11.5,31.7,7.7,2.5,15.4,43.8,26.9,6.7,4.8,57.9,42.1,66217,79291
4940,6065050600,6,65,50600,6850,33.570037,-117.226405,"Census Tract 506, Riverside County, California",366300,2083,78,7.3,3.39,3.21,12.1,35.7,32.3,14.9,3.3,0,0,0,1.7,1,9.4,7.2,12.3,50.1,20.1,75,25,98053,101827
9749,42071012104,42,71,12104,6066,40.164899,-76.271736,"Census Tract 121.04, Lancaster County, Pennsylvania",212700,2262,205,6.3,3.01,2.67,4.4,21.1,21.6,20.5,5.9,6.5,6.1,2.4,11.4,0,10.4,20.8,35.5,26,7.2,69.9,30.1,67098,74121
11189,42133000400,42,133,400,2159,39.971407,-76.708513,"Census Tract 4, York County, Pennsylvania",82100,920,134,5.8,2.79,2.1,0,0,1.1,0,0,6.4,15.8,17.2,59.6,1.1,14.2,17.6,47.2,15.7,4.2,58.7,41.3,32083,43639
10906,42107003100,42,107,3100,3099,40.655087,-76.101842,"Census Tract 31, Schuylkill County, Pennsylvania",157400,1271,59,6.4,2.41,2.08,1.9,1.3,10.3,8.4,9.6,11.9,12,3,41.5,0,6.6,24.2,40.3,24.7,4.2,72.8,27.2,48750,68789
8271,42003453003,42,3,453003,1893,40.428946,-80.198061,"Census Tract 4530.03, Allegheny County, Pennsylvania",137700,799,0,6.5,2.53,2.42,0,14.3,12.3,4,9.3,19.9,21.4,8.9,10,0,5.6,21.8,43.6,18.4,10.6,82.9,17.1,72386,112263
4357,6059099513,6,59,99513,2141,33.719716,-118.069786,"Census Tract 995.13, Orange County, California",808800,1351,95,4.8,2.08,1.59,1.5,4.1,5.3,8.2,43.1,30.1,0,0.9,6.8,8.4,12.1,36.4,18.3,22.1,2.8,80.4,19.6,77938,133934
1877,6037227010,6,37,227010,4662,34.019437,-118.249271,"Census Tract 2270.10, Los Angeles County, California",298200,1011,22,4.3,4.59,5.39,5.9,0.6,10.6,15.5,5.7,4.3,8.2,9.2,40,23.3,8.8,25.4,32.6,7.4,2.4,27.8,72.2,33537,41764
6466,6075047901,6,75,47901,6400,37.774378,-122.504684,"Census Tract 479.01, San Francisco County, California",802300,2784,197,4.7,2.68,2.28,1.2,1.6,2.4,9,3.8,9.7,13.8,11.9,46.6,6.1,14.5,42.5,30.3,2.4,4.2,54.1,45.9,75585,101517
1636,6037195300,6,37,195300,3203,34.099561,-118.283792,"Census Tract 1953, Los Angeles County, California",604500,1646,79,3.8,2.59,1.85,0,3.3,4.1,5,3,3.2,7.8,10.6,63,9.7,34.9,35.2,12.5,4.8,2.9,27.1,72.9,54363,71015
2392,6037407702,6,37,407702,6497,34.019723,-117.94532,"Census Tract 4077.02, Los Angeles County, California",338400,1744,106,5.8,3.52,4.46,1.4,1.9,2.7,16,12.3,26.8,29.1,7.2,2.6,1.6,1.4,17.6,58.9,18.3,2.1,71.3,28.7,60185,71775
4909,6065046402,6,65,46402,4684,33.639538,-117.349602,"Census Tract 464.02, Riverside County, California",160800,1692,266,4.5,2.66,2.57,4,1.2,3,22.2,19.2,13.9,12.5,15.2,8.7,4.7,14.8,42.8,30.6,6.7,0.4,49.9,50.1,38914,50084
1634,6037195201,6,37,195201,2834,34.108484,-118.277916,"Census Tract 1952.01, Los Angeles County, California",757700,1709,78,4.2,1.83,1.78,0.9,0.8,0,7,17.4,10.8,17.1,11.7,34.2,7.4,31.7,37.4,14.6,8.1,0.8,18.1,81.9,65708,93790
3220,6037621204,6,37,621204,3230,33.844318,-118.39105,"Census Tract 6212.04, Los Angeles County, California",556400,2278,266,3.2,1.47,1.41,0.2,7.2,4.6,18,44.6,11.6,5.5,1.4,6.8,4.9,57,29.1,5.8,3.2,0,28.5,71.5,61967,83342
8551,42007605700,42,7,605700,2634,40.614967,-80.254017,"Census Tract 6057, Beaver County, Pennsylvania",64400,1508,520,5.8,2.54,2.23,0,1.1,1.7,1.4,4.1,4.6,17,15.5,54.6,1.6,16.2,23.3,45.7,11.9,1.3,57.8,42.2,32845,42847
2547,6037463101,6,37,463101,2383,34.140226,-118.070579,"Census Tract 4631.01, Los Angeles County, California",531500,943,92,5.5,2.49,2.56,0.5,0,2.3,2.3,5.1,6.3,16.3,35.2,31.9,6.7,7.4,33.7,41.6,8.5,2.1,63.2,36.8,67188,85763
8659,42013010500,42,13,10500,3430,40.5174,-78.436147,"Census Tract 105, Blair County, Pennsylvania",150200,1461,93,6.5,2.55,2.16,3.4,6,7.9,15.7,14.4,15.1,8.4,12,17,0,0.7,21.4,49.4,25.1,3.5,91.7,8.3,59342,70681
4335,6059099311,6,59,99311,3598,33.662142,-118.003053,"Census Tract 993.11, Orange County, California",879900,2054,179,4.2,2.23,1.88,2.5,8.9,14.8,17.3,16,10.2,8.7,3,18.5,3,30,34.8,23.2,7.3,1.8,39,61,82813,124063
4297,6059099215,6,59,99215,5203,33.67557,-117.961158,"Census Tract 992.15, Orange County, California",558000,1941,62,5.6,2.67,3.7,0,0,2,2.7,17.6,73.4,3.6,0,0.7,0.6,4.1,20.6,35.5,31.9,7.3,77,23,84034,102080
2601,6037481714,6,37,481714,2551,34.064478,-118.128745,"Census Tract 4817.14, Los Angeles County, California",434000,935,55,4,3.35,2.53,1,3.3,3.3,22.5,20.1,16.8,7.8,19.8,5.5,15.7,19.9,33.9,22.6,6.8,1.1,31,69,29500,48409
10864,42103950606,42,103,950606,6079,41.318824,-74.889226,"Census Tract 9506.06, Pike County, Pennsylvania",253900,2465,296,6.5,2.77,1.95,6.7,14.1,26.2,24.1,10.5,2.1,1.6,2.3,12.4,0,3,13.3,61.7,16.1,5.8,90.9,9.1,73948,82410
5435,6071003401,6,71,3401,7502,34.099619,-117.413923,"Census Tract 34.01, San Bernardino County, California",231500,1782,83,5.5,4.23,3.57,2,4,4.6,22,16.9,12.1,26.3,5.8,6.3,1.1,3.6,17.1,53.1,19.4,5.7,70.7,29.3,52886,61501
8666,42013011100,42,13,11100,5997,40.41208,-78.414959,"Census Tract 111, Blair County, Pennsylvania",143200,2704,71,6,2.4,1.86,2,6.7,14.7,12.1,17.2,8.2,12.1,6,20.9,0.4,6.5,22.9,55.2,13.5,1.5,78.8,21.2,49479,74725
5009,6067004010,6,67,4010,5131,38.486928,-121.520569,"Census Tract 40.10, Sacramento County, California",341800,2598,240,4.2,2.31,1.71,13.8,6.7,7.6,50.2,12.7,5.8,1.3,1.3,0.5,0.5,26.1,43.3,12.8,13,4.2,34.8,65.2,56172,64696
6119,6073017305,6,73,17305,2969,33.002009,-117.24887,"Census Tract 173.05, San Diego County, California",924700,1334,98,6.8,2.42,2.04,0.9,0,0,16.9,80.9,0.6,0,0,0.7,0.7,5.7,12.3,32.8,36,12.5,81.6,18.4,90114,118139
849,6019005905,6,19,5905,6809,36.79263,-119.586281,"Census Tract 59.05, Fresno County, California",415100,2450,177,6.8,3.1,2.9,11.7,19.4,11.7,12.8,27.6,8.9,4.4,1.5,2.1,0,6.5,6.9,48.7,31.2,6.7,88.5,11.5,96756,121829
747,6019003102,6,19,3102,7048,36.804634,-119.71729,"Census Tract 31.02, Fresno County, California",195000,2833,200,4.2,3.3,2.81,0,4.4,1.4,15.6,32.1,32.7,9.1,4.2,0.5,0.5,23.1,35.5,35,5.9,0,22.1,77.9,38212,43770
5412,6071002402,6,71,2402,8434,34.092205,-117.460944,"Census Tract 24.02, San Bernardino County, California",214800,1999,173,4.9,4.89,3.97,4,6.5,11.1,41.6,10.5,3.1,19.5,2.6,1.2,1,8.7,34.4,40.6,12.1,3.4,54.5,45.5,43083,51804
1690,6037204300,6,37,204300,4787,34.038858,-118.20798,"Census Tract 2043, Los Angeles County, California",332700,1333,70,3.9,4.13,3.39,0,0.6,0.2,5,15.1,14.3,6.2,7.6,51.1,4.1,34.7,34.7,18.3,5.7,2.6,30.8,69.2,26953,38674
985,6029000904,6,29,904,4008,35.387419,-118.958961,"Census Tract 9.04, Kern County, California",159500,1500,28,4.9,2.45,2.68,5.2,4.1,7.9,15.3,18.3,4.8,39.4,4.6,0.4,1.7,6,35.1,47,10.2,0,56.7,43.3,53605,64026
3504,6037980020,6,37,980020,0,34.226689,-118.303403,"Census Tract 9800.20, Los Angeles County, California",,0,0,,,,,,,,,,,,,,,,,,,,,,
5407,6071002304,6,71,2304,18904,34.133189,-117.469033,"Census Tract 23.04, San Bernardino County, California",357200,4783,261,7.5,4.11,4.57,10.6,61.7,25,1,1.3,0,0.1,0,0.2,0,0,0.7,30.3,48,20.9,88.2,11.8,100186,108087
2195,6037302301,6,37,302301,3790,34.144717,-118.263899,"Census Tract 3023.01, Los Angeles County, California",423100,1467,141,3.8,2.94,2.63,7.2,6.9,6.8,20.6,18.7,16.8,4.6,9.5,8.9,4.8,25.6,56.4,13.3,0,0,25.3,74.7,47353,56760
8935,42025020105,42,25,20105,5950,40.989006,-75.556179,"Census Tract 201.05, Carbon County, Pennsylvania",177400,4400,2650,5.1,2.58,2.21,6,8.7,20.6,41,13.2,9.2,0.6,0,0.7,0,0.2,24.3,59.3,16,0.3,90.3,9.7,56983,62789
6427,6075030800,6,75,30800,5667,37.739721,-122.468526,"Census Tract 308, San Francisco County, California",,2296,229,6.4,2.81,1.87,2.1,0,0.5,5,5.8,2.7,6.8,6.1,71,0.9,4.2,23.2,45.3,18.6,7.8,81.9,18.1,130347,178290
3585,6041126200,6,41,126200,4249,37.901455,-122.522216,"Census Tract 1262, Marin County, California",885200,2269,57,4.6,2.04,1.86,0,0,3.8,18.1,39.5,18,13.5,3.7,3.3,0,28.9,34.6,22.3,9.6,4.7,47.5,52.5,80089,124201
2999,6037570403,6,37,570403,4587,33.877912,-118.204323,"Census Tract 5704.03, Los Angeles County, California",276500,1272,212,4.1,5.53,4.12,0,0.5,3.5,11.2,12.5,11.6,19,30.3,11.4,2.5,18.2,54.4,20.8,2.1,2,34.3,65.7,32750,43097
4380,6059110007,6,59,110007,4799,33.786411,-118.084426,"Census Tract 1100.07, Orange County, California",877400,1710,54,6.9,2.99,2.82,1.5,0.5,3.2,1.2,2.8,28.2,61.9,0,0.6,0,0,2.5,52.9,33.3,11.4,87.1,12.9,108750,148016
5712,6073003103,6,73,3103,6256,32.706876,-117.043313,"Census Tract 31.03, San Diego County, California",326600,1718,112,5.6,3.75,4.36,0,0,0.6,11.5,23.1,44.8,10,9.4,0.6,0,1.9,7.7,61,23.1,6.3,77.4,22.6,54837,63678
6224,6073020028,6,73,20028,3479,33.142099,-117.17071,"Census Tract 200.28, San Diego County, California",297500,1015,66,4.3,3.11,4.05,2.8,4.5,12.8,25.8,36.6,16.1,0,0,1.5,6.2,25.8,58.4,9.6,0,0,6.4,93.6,35740,39071
11078,42127961400,42,127,961400,1881,41.255574,-75.428493,"Census Tract 9614, Wayne County, Pennsylvania",132200,1889,1190,4.9,2.46,3.6,0.8,7.2,21.2,28,18.1,11.3,4.8,1.6,7,3.9,15.6,27.8,39.8,11.6,1.3,79.4,20.6,44271,72890
2869,6037543100,6,37,543100,6759,33.88414,-118.250294,"Census Tract 5431, Los Angeles County, California",344000,1873,145,5.4,3.82,4.09,0,0.5,2.2,4.6,7.4,13.9,42.6,20.9,7.7,0,4,29.8,38.3,25.6,2.3,78.2,21.8,52730,61171
9561,42055011400,42,55,11400,5935,39.917227,-77.781505,"Census Tract 114, Franklin County, Pennsylvania",160200,2437,180,6.2,2.65,2.44,2.1,6.9,9,10.2,21.2,10.6,11.9,6.7,21.5,0.5,3,24.7,49.6,17.8,4.3,89.1,10.9,50741,58836
9590,42061950500,42,61,950500,3510,40.496103,-77.933295,"Census Tract 9505, Huntingdon County, Pennsylvania",104400,1735,311,5.8,2.49,2.64,1.6,2.4,10.3,12.1,21,11,10.7,9.5,21.6,2.1,5.2,32.3,43.3,12.9,4.1,84.2,15.8,43953,53792
3511,6037980028,6,37,980028,4,33.945498,-118.383981,"Census Tract 9800.28, Los Angeles County, California",,0,0,,,,,,,,,,,,,,,,,,,,,,
7537,6097151305,6,97,151305,5405,38.341842,-122.706208,"Census Tract 1513.05, Sonoma County, California",318800,2441,132,3.8,2.39,2.15,4.6,0,14,25,27.3,18.1,9.1,1,0.9,2.9,34.2,29.5,24.6,7.2,1.6,28.2,71.8,44375,50144
639,6013390100,6,13,390100,2229,37.913536,-122.293383,"Census Tract 3901, Contra Costa County, California",644000,956,50,6,2.72,1.59,0.5,0,0,0,6.4,12.3,29,29.7,22.1,1,6.4,23.6,41.9,20.8,6.2,83.7,16.3,95556,103238
2882,6037543602,6,37,543602,7762,33.817755,-118.292223,"Census Tract 5436.02, Los Angeles County, California",369600,2685,181,4.6,2.83,2.8,2.5,0.5,6.1,14.7,34.6,13.5,18.7,7.5,1.9,0,16.1,28.3,44.1,8.5,3.1,60.4,39.6,63214,78415
3339,6037800504,6,37,800504,2497,34.042324,-118.669131,"Census Tract 8005.04, Los Angeles County, California",,1602,527,5.7,2.11,1.9,3.2,4.8,9.7,11,21.7,19.5,14.8,9.2,6.1,2,17.9,16.7,37.3,21.2,4.9,61.1,38.9,111442,188643
2622,6037482702,6,37,482702,2397,34.040981,-118.134261,"Census Tract 4827.02, Los Angeles County, California",440800,818,23,5.1,2.98,2.56,1.5,0,1.5,0,2.7,10.4,48,35.1,0.9,0.7,6.1,29.8,45.5,15.6,2.2,73.2,26.8,43594,68574
1732,6037208903,6,37,208903,4019,34.060522,-118.272468,"Census Tract 2089.03, Los Angeles County, California",,1181,118,1.5,2.18,2.69,3.8,2.5,0.7,5.8,20.2,5.5,9.3,15.6,36.6,53.8,23.7,16.7,3.2,2.6,0,1,99,21272,27922
9556,42055011000,42,55,11000,4888,39.927486,-77.667633,"Census Tract 110, Franklin County, Pennsylvania",175300,2171,346,4.7,2.49,2.72,7.2,7.2,15.4,4.3,14.9,3.6,3.2,4.8,39.3,4.6,23,27.7,38.4,5.2,1.2,35.4,64.6,33473,42819
284,6001441926,6,1,441926,4080,37.540775,-121.978293,"Census Tract 4419.26, Alameda County, California",426900,1490,135,4,2.73,2.55,0,1.1,0,21.3,49.1,22.3,1.3,1.3,3.5,8.1,23.4,45.1,19.1,4.4,0,22.7,77.3,65341,75200
4915,6065046602,6,65,46602,3712,33.915738,-117.578876,"Census Tract 466.02, Riverside County, California",447100,1129,17,7,3.64,3.6,0.6,0,7.4,4.4,55.6,16.3,6.8,4.8,4.1,0,0,1.3,44.3,33.1,21.3,86.6,13.4,81944,90722
1150,6033000400,6,33,400,5574,39.050893,-122.919212,"Census Tract 4, Lake County, California",249800,2908,507,4.9,2.42,2.03,1.7,1.5,8.3,10.7,33.1,14,18.3,1.3,11,1.2,10.4,45.8,32.2,8.6,1.9,59.9,40.1,37190,61756
6265,6073020810,6,73,20810,5266,33.018639,-116.811815,"Census Tract 208.10, San Diego County, California",489000,1787,14,6.9,2.78,4.05,1,14.5,21.3,38.6,21.6,0,3,0,0,0,0.8,3.5,65.6,23.2,6.9,86.1,13.9,98558,108164
3030,6037572202,6,37,572202,3609,33.808066,-118.197004,"Census Tract 5722.02, Los Angeles County, California",462600,1155,142,5.2,3.64,2.98,1.1,0,0,3,2.9,14.1,9.9,37.1,31.8,3.2,10.8,34.3,36,15.7,0,63.9,36.1,76808,85284
3014,6037571200,6,37,571200,7828,33.839984,-118.133618,"Census Tract 5712, Los Angeles County, California",627100,3175,164,5.6,2.85,2.3,2.5,1.5,1.3,4.9,5.8,9.1,29.8,33.4,11.7,3.7,25.1,16.3,36.5,14.7,3.7,53.9,46.1,76979,98529
6006,6073014200,6,73,14200,6277,32.727926,-117.042858,"Census Tract 142, San Diego County, California",320800,1976,35,5.5,2.86,3.5,0,2.5,8.5,10.3,7.3,17.8,46.4,4,3.2,1.1,1.1,23.8,63.4,8.4,2.3,73.9,26.1,58075,66723
1718,6037208000,6,37,208000,6893,34.063558,-118.257073,"Census Tract 2080, Los Angeles County, California",351900,2210,110,3.8,2.53,3.14,24.6,9,12.8,2.3,5.5,6.4,10.2,6.1,23.1,22.1,20.5,38.3,15.4,3.7,0,4.8,95.2,35450,46145
2788,6037534405,6,37,534405,4292,33.966441,-118.183052,"Census Tract 5344.05, Los Angeles County, California",24200,957,52,4.1,4.5,4.35,10.4,1.4,3,25.7,12.5,11.1,16.2,11.8,7.8,1.3,13.3,62.7,21.4,0,1.4,11.6,88.4,34450,39746
657,6017030401,6,17,30401,3498,38.925862,-120.008591,"Census Tract 304.01, El Dorado County, California",456000,3500,1623,5.3,2.14,2.3,0.5,2.5,7.1,21.5,36.1,23.3,8.6,0.4,0,0.2,4.1,25.1,47.1,19.7,3.8,66,34,52978,65410
2984,6037555104,6,37,555104,4239,33.835391,-118.066379,"Census Tract 5551.04, Los Angeles County, California",363200,1382,57,4.9,3.41,2.5,0,2.7,5.4,9,33.5,13.8,28.5,5.4,1.7,0.7,11.7,41.5,38.3,6.1,1.8,58.6,41.4,69250,77391
5742,6073003602,6,73,3602,3079,32.693313,-117.108037,"Census Tract 36.02, San Diego County, California",354800,752,0,4.9,3.75,4.16,1.3,1.3,3.5,24.5,8.1,13.3,26.5,10.8,10.8,0.8,8.2,34.6,38,10.5,7.8,41.4,58.6,29415,37099
3425,6037911001,6,37,911001,4201,34.485324,-117.883581,"Census Tract 9110.01, Los Angeles County, California",246200,1909,307,5.1,2.45,2.31,5.7,3.4,12.6,30.2,10.5,9,17.9,4.2,6.3,4.1,14.8,27.6,38.9,13.1,1.5,78.5,21.5,52813,74427
6246,6073020309,6,73,20309,3945,33.135935,-117.106345,"Census Tract 203.09, San Diego County, California",413400,1255,76,5.3,3.62,3.3,1.3,9.3,12.1,25.9,31.6,8,8.4,0,3.5,0,11.4,30.7,44.9,5.2,7.9,52.8,47.2,64583,86092
8376,42003499300,42,3,499300,1574,40.331805,-79.886918,"Census Tract 4993, Allegheny County, Pennsylvania",68900,820,153,5.8,2.31,1.93,0,0.9,0,0,3,10.5,32.3,20.9,32.4,0.9,1.1,48.3,37.3,8.3,4.1,87.1,12.9,48807,55191
1559,6037186403,6,37,186403,2899,34.112108,-118.238927,"Census Tract 1864.03, Los Angeles County, California",466400,855,16,4.4,4.11,3.55,0,0,5.3,6.2,6.2,2.7,5.6,19.1,55,0.9,28.3,37,24,7.7,2.1,33.8,66.2,48098,63404
2432,6037408705,6,37,408705,5427,33.982325,-117.880803,"Census Tract 4087.05, Los Angeles County, California",448900,1605,86,5.5,3.47,3.4,0,1.7,4,10.5,42.5,30.5,4.5,3.9,2.4,2.6,0.8,13.3,50.3,28,5,70.2,29.8,60472,82045
9271,42043024400,42,43,24400,4538,40.265519,-76.711884,"Census Tract 244, Dauphin County, Pennsylvania",168800,2192,178,5.5,2.57,1.63,2.2,2.5,9.4,14.3,9.4,4,20.1,9.9,28.3,1.7,16.4,27,37.7,14.5,2.7,65.1,34.9,58600,64938
1581,6037189903,6,37,189903,2164,34.102513,-118.347571,"Census Tract 1899.03, Los Angeles County, California",528600,1620,239,2.8,1.27,1.49,0,0,3.2,22.8,18.9,32.6,16.1,0.9,5.5,16.3,55.2,28.5,0,0,0,26.6,73.4,46680,67548
5785,6073007701,6,73,7701,3703,32.789904,-117.240397,"Census Tract 77.01, San Diego County, California",749300,2676,402,3.7,1.84,1.75,0.6,0.4,1.2,20,40.7,21.4,8.9,6.3,0.4,14.5,27.2,35.2,20.5,1.9,0.7,28.5,71.5,75643,92739
1669,6037201302,6,37,201302,3732,34.098109,-118.184136,"Census Tract 2013.02, Los Angeles County, California",400600,2083,82,4.3,1.91,2.03,1.5,2.1,5.9,69.7,10.9,2.1,3.3,2.8,1.7,1.8,13.4,66,15.8,1.4,1.5,71,29,71875,85687
1233,6037108102,6,37,108102,3430,34.280066,-118.554729,"Census Tract 1081.02, Los Angeles County, California",619200,1299,50,6.8,2.86,3.77,0.6,0.5,2.2,15.2,67.7,8.3,3.3,1.8,0.5,0,0,5.7,35.1,45.3,13.9,80.5,19.5,97411,114631
3128,6037600902,6,37,600902,6613,33.972367,-118.352209,"Census Tract 6009.02, Los Angeles County, California",355800,2759,265,3.9,3.18,2.79,1.7,1.4,7.2,14.9,9.4,23.9,21.1,6.6,13.8,6.6,30.9,48.8,11.9,1.3,0.5,17.4,82.6,40185,54601
5753,6073004600,6,73,4600,1940,32.715865,-117.144443,"Census Tract 46, San Diego County, California",546200,1141,93,3.1,2.16,1.65,2.4,2.7,1.6,11.7,2.7,5.6,9.6,5.3,58.5,13,54.6,26.9,5.5,0,0,7.2,92.8,40032,54579
3619,6045011500,6,45,11500,6739,39.157348,-123.206836,"Census Tract 115, Mendocino County, California",304700,2658,111,5,2.63,2.62,0.5,2.6,7.2,13.9,24.2,14.3,20.9,7.9,8.5,0.9,6.7,45.1,36.6,10.3,0.5,41.7,58.3,45308,53920
3169,6037602700,6,37,602700,3045,33.92669,-118.317262,"Census Tract 6027, Los Angeles County, California",402900,1127,52,6,2.98,2.75,0,7.5,14.8,2.8,0,10.1,47.7,15.5,1.4,1.6,5.4,9.1,58.3,24.7,0.9,86.1,13.9,77964,93677
5352,6071001400,6,71,1400,2923,34.067528,-117.65079,"Census Tract 14, San Bernardino County, California",267200,1085,107,3.4,4.66,2.11,10,2,11.5,2.5,10.6,21.8,13,6,22.6,11.2,48.6,20.6,12.4,5.9,1.4,25.2,74.8,35000,48777
877,6019007202,6,19,7202,5109,36.511965,-119.563495,"Census Tract 72.02, Fresno County, California",194400,1688,90,5.2,3.35,3.34,7.1,21.9,13.8,24.3,17.8,7,3.1,2,3.1,0.2,5.4,18.4,61.8,13.9,0.2,67.5,32.5,57841,60825
3524,6039000201,6,39,201,9049,37.095801,-120.160617,"Census Tract 2.01, Madera County, California",171500,497,122,5.1,4.77,3.19,20.1,14.3,5.8,3.8,15.5,14.1,17.9,1.8,6.6,0,1.6,29,51.3,18.1,0,48.8,51.2,51230,59761
761,6019003805,6,19,3805,6852,36.778736,-119.854915,"Census Tract 38.05, Fresno County, California",124000,2305,234,4.6,2.87,3.3,9.2,1.9,25.6,35.2,15.9,7.2,1.5,1.8,1.7,3.3,8.3,44.9,36,7.5,0,41,59,32565,42677
5524,6071007604,6,71,7604,4306,34.115213,-117.205548,"Census Tract 76.04, San Bernardino County, California",187800,1261,145,5.4,3.06,4.37,5.6,0,24.5,20.7,3.3,15,18.2,8.4,4.3,0.8,3.4,7,69.6,19.2,0,72.8,27.2,59375,66503
1368,6037124203,6,37,124203,2748,34.177605,-118.375658,"Census Tract 1242.03, Los Angeles County, California",354800,899,48,3.4,3.78,2.82,1,5.2,15.1,10.2,9.6,13.3,4,21.5,20,1.6,49.5,33.3,13.9,0,1.8,24.7,75.3,43641,55081
372,6007000102,6,7,102,3900,39.757849,-121.824923,"Census Tract 1.02, Butte County, California",256200,1647,180,5.4,2.25,2.82,1.6,3.9,10.8,14.4,25.3,29.8,12.8,0,1.4,2.2,3.8,24,63.6,5.3,1.1,71.3,28.7,52694,69081
6751,6081607000,6,81,607000,3241,37.52695,-122.325402,"Census Tract 6070, San Mateo County, California",965000,1467,10,5.7,2.42,2.05,0,0,3.7,14.4,40.6,22.9,15.6,2.7,0,0.4,15.7,27.8,33.9,15.7,6.5,63.9,36.1,115313,141887
